gene_name,gene_id,mirna_name,mirna_id,experiments,publications,cell_lines,micro_tscore
TLN1,ENSG00000137076,hsa-miR-29a-3p,MIMAT0000086,13,9,12,-1
TM9SF2,ENSG00000125304,hsa-miR-29a-3p,MIMAT0000086,13,11,8,-1
TRIM28,ENSG00000130726,hsa-miR-29a-3p,MIMAT0000086,13,9,10,0.39
YWHAG,ENSG00000170027,hsa-miR-29a-3p,MIMAT0000086,13,8,8,0.47
ZRANB1,ENSG00000019995,hsa-miR-29a-3p,MIMAT0000086,13,10,8,0.64
ABCE1,ENSG00000164163,hsa-miR-29a-3p,MIMAT0000086,12,8,12,0.66
ADAM10,ENSG00000137845,hsa-miR-29a-3p,MIMAT0000086,12,9,10,-1
AMER1,ENSG00000184675,hsa-miR-29a-3p,MIMAT0000086,12,10,11,0.86
ANKRD50,ENSG00000151458,hsa-miR-29a-3p,MIMAT0000086,12,7,4,0.63
ANKRD52,ENSG00000139645,hsa-miR-29a-3p,MIMAT0000086,12,8,8,0.95
ARF3,ENSG00000134287,hsa-miR-29a-3p,MIMAT0000086,12,6,7,0.46
ATF6,ENSG00000118217,hsa-miR-29a-3p,MIMAT0000086,12,7,7,0.48
BLMH,ENSG00000108578,hsa-miR-29a-3p,MIMAT0000086,12,6,7,0.97
BTG2,ENSG00000159388,hsa-miR-29a-3p,MIMAT0000086,12,9,10,0.87
C5ORF24,ENSG00000181904,hsa-miR-29a-3p,MIMAT0000086,12,9,10,0.44
CHD8,ENSG00000100888,hsa-miR-29a-3p,MIMAT0000086,12,9,8,0.58
CMTM4,ENSG00000183723,hsa-miR-29a-3p,MIMAT0000086,12,9,10,0.42
CPSF7,ENSG00000149532,hsa-miR-29a-3p,MIMAT0000086,12,9,9,0.93
DAZAP2,ENSG00000183283,hsa-miR-29a-3p,MIMAT0000086,12,10,11,0.4
DDX3X,ENSG00000215301,hsa-miR-29a-3p,MIMAT0000086,12,7,9,1
DHCR24,ENSG00000116133,hsa-miR-29a-3p,MIMAT0000086,12,8,9,0.36
DHX16,ENSG00000204560,hsa-miR-29a-3p,MIMAT0000086,12,9,10,0.44
ELF2,ENSG00000109381,hsa-miR-29a-3p,MIMAT0000086,12,10,9,0.95
ENC1,ENSG00000171617,hsa-miR-29a-3p,MIMAT0000086,12,8,9,0.38
ERCC6,ENSG00000225830,hsa-miR-29a-3p,MIMAT0000086,12,7,12,0.98
FBXO11,ENSG00000138081,hsa-miR-29a-3p,MIMAT0000086,12,9,5,0.42
GCN1,ENSG00000089154,hsa-miR-29a-3p,MIMAT0000086,12,9,10,0.47
GNL2,ENSG00000134697,hsa-miR-29a-3p,MIMAT0000086,12,7,9,0.43
GPCPD1,ENSG00000125772,hsa-miR-29a-3p,MIMAT0000086,12,9,10,0.76
HAT1,ENSG00000128708,hsa-miR-29a-3p,MIMAT0000086,12,9,8,0.84
HBEGF,ENSG00000113070,hsa-miR-29a-3p,MIMAT0000086,12,9,8,0.96
HMGN3,ENSG00000118418,hsa-miR-29a-3p,MIMAT0000086,12,8,5,0.9
HTT,ENSG00000197386,hsa-miR-29a-3p,MIMAT0000086,12,8,7,0.44
IARS1,ENSG00000196305,hsa-miR-29a-3p,MIMAT0000086,12,7,9,0.4
ITPR3,ENSG00000096433,hsa-miR-29a-3p,MIMAT0000086,12,7,9,0.44
KDM2A,ENSG00000173120,hsa-miR-29a-3p,MIMAT0000086,12,8,7,0.69
KDM5A,ENSG00000073614,hsa-miR-29a-3p,MIMAT0000086,12,8,8,0.74
KIAA1549,ENSG00000122778,hsa-miR-29a-3p,MIMAT0000086,12,10,8,0.9
LUC7L3,ENSG00000108848,hsa-miR-29a-3p,MIMAT0000086,12,9,9,0.58
MBD4,ENSG00000129071,hsa-miR-29a-3p,MIMAT0000086,12,8,10,0.4
MBNL1,ENSG00000152601,hsa-miR-29a-3p,MIMAT0000086,12,10,10,0.45
MED12,ENSG00000184634,hsa-miR-29a-3p,MIMAT0000086,12,8,6,0.37
MKI67,ENSG00000148773,hsa-miR-29a-3p,MIMAT0000086,12,8,12,0.41
NDUFS1,ENSG00000023228,hsa-miR-29a-3p,MIMAT0000086,12,10,7,0.57
NUCKS1,ENSG00000069275,hsa-miR-29a-3p,MIMAT0000086,12,10,8,0.51
OAZ2,ENSG00000180304,hsa-miR-29a-3p,MIMAT0000086,12,7,9,0.37
PAFAH1B1,ENSG00000007168,hsa-miR-29a-3p,MIMAT0000086,12,9,9,0.39
PAN2,ENSG00000135473,hsa-miR-29a-3p,MIMAT0000086,12,10,7,0
PHTF2,ENSG00000006576,hsa-miR-29a-3p,MIMAT0000086,12,8,8,-1
PIEZO1,ENSG00000103335,hsa-miR-29a-3p,MIMAT0000086,12,9,9,0.38
PTPRK,ENSG00000152894,hsa-miR-29a-3p,MIMAT0000086,12,6,6,0.96
R3HDM4,ENSG00000198858,hsa-miR-29a-3p,MIMAT0000086,12,9,12,0.8
RPL23,ENSG00000125691,hsa-miR-29a-3p,MIMAT0000086,12,8,9,-1
RPS15A,ENSG00000134419,hsa-miR-29a-3p,MIMAT0000086,12,10,10,0.5
SEC23IP,ENSG00000107651,hsa-miR-29a-3p,MIMAT0000086,12,7,7,0.45
SERBP1,ENSG00000142864,hsa-miR-29a-3p,MIMAT0000086,12,9,7,0.81
SERINC2,ENSG00000168528,hsa-miR-29a-3p,MIMAT0000086,12,9,8,0.39
SET,ENSG00000119335,hsa-miR-29a-3p,MIMAT0000086,12,7,6,0.68
SIKE1,ENSG00000052723,hsa-miR-29a-3p,MIMAT0000086,12,8,9,0.9
SLC16A1,ENSG00000155380,hsa-miR-29a-3p,MIMAT0000086,12,9,10,0.75
SPINT1,ENSG00000166145,hsa-miR-29a-3p,MIMAT0000086,12,8,9,0.54
SQLE,ENSG00000104549,hsa-miR-29a-3p,MIMAT0000086,12,11,7,0.61
SRPRA,ENSG00000182934,hsa-miR-29a-3p,MIMAT0000086,12,10,10,0.49
TMEM63B,ENSG00000137216,hsa-miR-29a-3p,MIMAT0000086,12,8,9,0.49
TRIM23,ENSG00000113595,hsa-miR-29a-3p,MIMAT0000086,12,7,8,0.49
USP9X,ENSG00000124486,hsa-miR-29a-3p,MIMAT0000086,12,8,8,0.54
VANGL1,ENSG00000173218,hsa-miR-29a-3p,MIMAT0000086,12,9,7,0.7
VPS13C,ENSG00000129003,hsa-miR-29a-3p,MIMAT0000086,12,7,9,0.45
YY1,ENSG00000100811,hsa-miR-29a-3p,MIMAT0000086,12,10,10,0.73
ZFHX3,ENSG00000140836,hsa-miR-29a-3p,MIMAT0000086,12,9,8,0.58
ZNF362,ENSG00000160094,hsa-miR-29a-3p,MIMAT0000086,12,9,10,0.72
ACACA,ENSG00000278540,hsa-miR-29a-3p,MIMAT0000086,11,10,10,0.53
ACAP2,ENSG00000114331,hsa-miR-29a-3p,MIMAT0000086,11,7,7,0.6
AKT3,ENSG00000117020,hsa-miR-29a-3p,MIMAT0000086,11,8,9,0.92
ARFGEF2,ENSG00000124198,hsa-miR-29a-3p,MIMAT0000086,11,10,9,0.52
ATRN,ENSG00000088812,hsa-miR-29a-3p,MIMAT0000086,11,9,8,0.65
BAZ2A,ENSG00000076108,hsa-miR-29a-3p,MIMAT0000086,11,9,8,-1
BMPR2,ENSG00000204217,hsa-miR-29a-3p,MIMAT0000086,11,7,4,-1
CAVIN1,ENSG00000177469,hsa-miR-29a-3p,MIMAT0000086,11,6,6,0.73
CBLL1,ENSG00000105879,hsa-miR-29a-3p,MIMAT0000086,11,10,10,0.52
CCDC47,ENSG00000108588,hsa-miR-29a-3p,MIMAT0000086,11,7,7,-1
CDC42BPA,ENSG00000143776,hsa-miR-29a-3p,MIMAT0000086,11,7,7,0.63
CDC42SE1,ENSG00000197622,hsa-miR-29a-3p,MIMAT0000086,11,9,6,0.49
COL5A2,ENSG00000204262,hsa-miR-29a-3p,MIMAT0000086,11,8,9,0.7
CRIM1,ENSG00000150938,hsa-miR-29a-3p,MIMAT0000086,11,7,7,-1
DCUN1D5,ENSG00000137692,hsa-miR-29a-3p,MIMAT0000086,11,6,5,0.65
ELL,ENSG00000105656,hsa-miR-29a-3p,MIMAT0000086,11,8,8,0.37
ELOVL6,ENSG00000170522,hsa-miR-29a-3p,MIMAT0000086,11,7,7,0.48
EXT1,ENSG00000182197,hsa-miR-29a-3p,MIMAT0000086,11,5,3,0.82
FAR1,ENSG00000197601,hsa-miR-29a-3p,MIMAT0000086,11,7,6,0.36
GDF15,ENSG00000130513,hsa-miR-29a-3p,MIMAT0000086,11,9,10,0.54
GTF3C4,ENSG00000125484,hsa-miR-29a-3p,MIMAT0000086,11,8,7,0.82
HNRNPA2B1,ENSG00000122566,hsa-miR-29a-3p,MIMAT0000086,11,8,10,-1
HNRNPL,ENSG00000104824,hsa-miR-29a-3p,MIMAT0000086,11,7,4,-1
IFI30,ENSG00000216490,hsa-miR-29a-3p,MIMAT0000086,11,9,10,0.93
KIDINS220,ENSG00000134313,hsa-miR-29a-3p,MIMAT0000086,11,8,7,0.67
KLF6,ENSG00000067082,hsa-miR-29a-3p,MIMAT0000086,11,9,9,-1
KLHL28,ENSG00000179454,hsa-miR-29a-3p,MIMAT0000086,11,6,11,0.99
MICB,ENSG00000204516,hsa-miR-29a-3p,MIMAT0000086,11,6,10,0.92
NA,ENSG00000268083,hsa-miR-29a-3p,MIMAT0000086,11,7,4,-1
NA,ENSG00000283761,hsa-miR-29a-3p,MIMAT0000086,11,11,8,0.81
NAV1,ENSG00000134369,hsa-miR-29a-3p,MIMAT0000086,11,8,8,0.99
NAV2,ENSG00000166833,hsa-miR-29a-3p,MIMAT0000086,11,7,6,0.99
NCKAP1,ENSG00000061676,hsa-miR-29a-3p,MIMAT0000086,11,9,7,0.5
NFIA,ENSG00000162599,hsa-miR-29a-3p,MIMAT0000086,11,9,6,1
NFYC,ENSG00000066136,hsa-miR-29a-3p,MIMAT0000086,11,7,11,-1
NIBAN2,ENSG00000136830,hsa-miR-29a-3p,MIMAT0000086,11,8,7,0.42
OPA1,ENSG00000198836,hsa-miR-29a-3p,MIMAT0000086,11,9,7,0.52
PALM2AKAP2,ENSG00000157654,hsa-miR-29a-3p,MIMAT0000086,11,5,7,0.87
PKM,ENSG00000067225,hsa-miR-29a-3p,MIMAT0000086,11,7,7,-1
POMK,ENSG00000185900,hsa-miR-29a-3p,MIMAT0000086,11,8,8,0.98
PROSER1,ENSG00000120685,hsa-miR-29a-3p,MIMAT0000086,11,8,7,0.76
PTPN1,ENSG00000196396,hsa-miR-29a-3p,MIMAT0000086,11,9,9,0.79
RAPH1,ENSG00000173166,hsa-miR-29a-3p,MIMAT0000086,11,8,5,0.69
RBAK,ENSG00000146587,hsa-miR-29a-3p,MIMAT0000086,11,9,11,0.6
REST,ENSG00000084093,hsa-miR-29a-3p,MIMAT0000086,11,9,10,0.55
RMND5A,ENSG00000153561,hsa-miR-29a-3p,MIMAT0000086,11,10,10,0.53
RPLP1,ENSG00000137818,hsa-miR-29a-3p,MIMAT0000086,11,7,9,0.36
RPS24,ENSG00000138326,hsa-miR-29a-3p,MIMAT0000086,11,8,8,0.43
RPS6KB1,ENSG00000108443,hsa-miR-29a-3p,MIMAT0000086,11,7,8,0.41
SENP3-EIF4A1,ENSG00000277957,hsa-miR-29a-3p,MIMAT0000086,11,8,9,0.39
SERINC1,ENSG00000111897,hsa-miR-29a-3p,MIMAT0000086,11,7,6,0.43
SIAH1,ENSG00000196470,hsa-miR-29a-3p,MIMAT0000086,11,9,10,0.57
SLC20A1,ENSG00000144136,hsa-miR-29a-3p,MIMAT0000086,11,5,7,-1
SLC25A3,ENSG00000075415,hsa-miR-29a-3p,MIMAT0000086,11,7,9,0.38
SLC7A5,ENSG00000103257,hsa-miR-29a-3p,MIMAT0000086,11,9,9,0.44
SMURF2,ENSG00000108854,hsa-miR-29a-3p,MIMAT0000086,11,8,8,0.66
SNRPC,ENSG00000124562,hsa-miR-29a-3p,MIMAT0000086,11,8,8,-1
SNRPD2,ENSG00000125743,hsa-miR-29a-3p,MIMAT0000086,11,7,8,0.43
SOX4,ENSG00000124766,hsa-miR-29a-3p,MIMAT0000086,11,9,8,0.49
SP1,ENSG00000185591,hsa-miR-29a-3p,MIMAT0000086,11,9,8,0.62
SPIN4,ENSG00000186767,hsa-miR-29a-3p,MIMAT0000086,11,7,10,0.82
SRCAP,ENSG00000080603,hsa-miR-29a-3p,MIMAT0000086,11,8,9,0.46
TCP1,ENSG00000120438,hsa-miR-29a-3p,MIMAT0000086,11,9,8,0.38
TJP1,ENSG00000104067,hsa-miR-29a-3p,MIMAT0000086,11,7,5,0.44
TMEM65,ENSG00000164983,hsa-miR-29a-3p,MIMAT0000086,11,9,9,0.75
TMEM87A,ENSG00000103978,hsa-miR-29a-3p,MIMAT0000086,11,9,8,0.54
TOP2B,ENSG00000077097,hsa-miR-29a-3p,MIMAT0000086,11,8,8,0.48
TRPS1,ENSG00000104447,hsa-miR-29a-3p,MIMAT0000086,11,8,9,0.41
TUBA1A,ENSG00000167552,hsa-miR-29a-3p,MIMAT0000086,11,10,9,-1
TUBD1,ENSG00000108423,hsa-miR-29a-3p,MIMAT0000086,11,9,9,0.61
UBA1,ENSG00000130985,hsa-miR-29a-3p,MIMAT0000086,11,8,8,0.39
UBE3C,ENSG00000009335,hsa-miR-29a-3p,MIMAT0000086,11,9,8,0.44
ZNF28,ENSG00000198538,hsa-miR-29a-3p,MIMAT0000086,11,7,11,0.96
ATP6AP1,ENSG00000071553,hsa-miR-29a-3p,MIMAT0000086,10,7,6,0.46
ATP6V1A,ENSG00000114573,hsa-miR-29a-3p,MIMAT0000086,10,8,8,0.78
ATXN1,ENSG00000124788,hsa-miR-29a-3p,MIMAT0000086,10,8,9,0.95
BIRC6,ENSG00000115760,hsa-miR-29a-3p,MIMAT0000086,10,6,5,0.63
BRAP,ENSG00000089234,hsa-miR-29a-3p,MIMAT0000086,10,9,10,0.56
CBX2,ENSG00000173894,hsa-miR-29a-3p,MIMAT0000086,10,8,7,0.45
CCSAP,ENSG00000154429,hsa-miR-29a-3p,MIMAT0000086,10,6,8,0.96
CDC25B,ENSG00000101224,hsa-miR-29a-3p,MIMAT0000086,10,6,5,0.39
CELSR2,ENSG00000143126,hsa-miR-29a-3p,MIMAT0000086,10,6,4,0.43
CPD,ENSG00000108582,hsa-miR-29a-3p,MIMAT0000086,10,7,7,0.61
CSRNP2,ENSG00000110925,hsa-miR-29a-3p,MIMAT0000086,10,7,6,0.98
DAAM1,ENSG00000100592,hsa-miR-29a-3p,MIMAT0000086,10,9,6,0.74
DDX3Y,ENSG00000067048,hsa-miR-29a-3p,MIMAT0000086,10,8,8,0.85
DGKD,ENSG00000077044,hsa-miR-29a-3p,MIMAT0000086,10,7,8,0.97
DIDO1,ENSG00000101191,hsa-miR-29a-3p,MIMAT0000086,10,7,8,0.39
DOLK,ENSG00000175283,hsa-miR-29a-3p,MIMAT0000086,10,8,6,0.39
DPYSL2,ENSG00000092964,hsa-miR-29a-3p,MIMAT0000086,10,7,6,0.75
DYRK1A,ENSG00000157540,hsa-miR-29a-3p,MIMAT0000086,10,9,9,0.46
EDC4,ENSG00000038358,hsa-miR-29a-3p,MIMAT0000086,10,8,6,0.45
EIF4A1,ENSG00000161960,hsa-miR-29a-3p,MIMAT0000086,10,7,8,-1
ERF,ENSG00000105722,hsa-miR-29a-3p,MIMAT0000086,10,9,9,0.39
FAM136A,ENSG00000035141,hsa-miR-29a-3p,MIMAT0000086,10,9,8,0.99
FERMT2,ENSG00000073712,hsa-miR-29a-3p,MIMAT0000086,10,7,8,0.99
FNDC3A,ENSG00000102531,hsa-miR-29a-3p,MIMAT0000086,10,7,9,0.46
FOXK2,ENSG00000141568,hsa-miR-29a-3p,MIMAT0000086,10,9,10,0.37
FZD5,ENSG00000163251,hsa-miR-29a-3p,MIMAT0000086,10,10,9,0.82
GABPB1,ENSG00000104064,hsa-miR-29a-3p,MIMAT0000086,10,8,10,0.86
GNAI3,ENSG00000065135,hsa-miR-29a-3p,MIMAT0000086,10,7,6,0.79
GSK3A,ENSG00000105723,hsa-miR-29a-3p,MIMAT0000086,10,8,7,0.4
H4C5,ENSG00000276966,hsa-miR-29a-3p,MIMAT0000086,10,7,6,-1
HINT3,ENSG00000111911,hsa-miR-29a-3p,MIMAT0000086,10,7,6,0.9
HIPK2,ENSG00000064393,hsa-miR-29a-3p,MIMAT0000086,10,7,8,0.39
HIVEP2,ENSG00000010818,hsa-miR-29a-3p,MIMAT0000086,10,9,5,0.38
HSPA4,ENSG00000170606,hsa-miR-29a-3p,MIMAT0000086,10,7,6,0.39
INPPL1,ENSG00000165458,hsa-miR-29a-3p,MIMAT0000086,10,7,6,0.56
IRF2BP2,ENSG00000168264,hsa-miR-29a-3p,MIMAT0000086,10,8,9,0.39
JARID2,ENSG00000008083,hsa-miR-29a-3p,MIMAT0000086,10,8,8,0.74
JUP,ENSG00000173801,hsa-miR-29a-3p,MIMAT0000086,10,7,6,0.48
KCTD3,ENSG00000136636,hsa-miR-29a-3p,MIMAT0000086,10,7,7,0.91
KMT2C,ENSG00000055609,hsa-miR-29a-3p,MIMAT0000086,10,7,6,0.39
KMT2D,ENSG00000167548,hsa-miR-29a-3p,MIMAT0000086,10,7,7,0.37
KPNB1,ENSG00000108424,hsa-miR-29a-3p,MIMAT0000086,10,8,6,0.65
LATS1,ENSG00000131023,hsa-miR-29a-3p,MIMAT0000086,10,9,6,0.68
LIG4,ENSG00000174405,hsa-miR-29a-3p,MIMAT0000086,10,10,8,0.38
LIN54,ENSG00000189308,hsa-miR-29a-3p,MIMAT0000086,10,8,5,0.5
LMLN,ENSG00000185621,hsa-miR-29a-3p,MIMAT0000086,10,7,5,0.7
LMNB2,ENSG00000176619,hsa-miR-29a-3p,MIMAT0000086,10,8,10,0.36
LOX,ENSG00000113083,hsa-miR-29a-3p,MIMAT0000086,10,5,7,0.94
LRRC40,ENSG00000066557,hsa-miR-29a-3p,MIMAT0000086,10,5,5,0.45
LRRC8A,ENSG00000136802,hsa-miR-29a-3p,MIMAT0000086,10,8,7,0.42
MACROH2A1,ENSG00000113648,hsa-miR-29a-3p,MIMAT0000086,10,7,8,0.68
MAFB,ENSG00000204103,hsa-miR-29a-3p,MIMAT0000086,10,6,7,0.94
MCM7,ENSG00000166508,hsa-miR-29a-3p,MIMAT0000086,10,8,8,0.35
METAP2,ENSG00000111142,hsa-miR-29a-3p,MIMAT0000086,10,8,7,0.97
MYBL2,ENSG00000101057,hsa-miR-29a-3p,MIMAT0000086,10,6,7,0.99
NA,ENSG00000285043,hsa-miR-29a-3p,MIMAT0000086,10,6,6,0.38
NA,ENSG00000284820,hsa-miR-29a-3p,MIMAT0000086,10,8,7,0.97
NBEA,ENSG00000172915,hsa-miR-29a-3p,MIMAT0000086,10,7,3,0.82
NDFIP2,ENSG00000102471,hsa-miR-29a-3p,MIMAT0000086,10,5,5,0.48
NIPSNAP3A,ENSG00000136783,hsa-miR-29a-3p,MIMAT0000086,10,5,7,0.8
NOTCH2,ENSG00000134250,hsa-miR-29a-3p,MIMAT0000086,10,6,6,0.73
NRBP1,ENSG00000115216,hsa-miR-29a-3p,MIMAT0000086,10,9,8,0.54
PCNX3,ENSG00000197136,hsa-miR-29a-3p,MIMAT0000086,10,7,8,0.37
PPM1D,ENSG00000170836,hsa-miR-29a-3p,MIMAT0000086,10,9,8,0.85
PPP1R15B,ENSG00000158615,hsa-miR-29a-3p,MIMAT0000086,10,8,7,0.9
PRKDC,ENSG00000253729,hsa-miR-29a-3p,MIMAT0000086,10,8,8,-1
PRPS1,ENSG00000147224,hsa-miR-29a-3p,MIMAT0000086,10,5,6,0.39
PSMB7,ENSG00000136930,hsa-miR-29a-3p,MIMAT0000086,10,8,7,0.42
PSME4,ENSG00000068878,hsa-miR-29a-3p,MIMAT0000086,10,7,6,0.75
PTPN12,ENSG00000127947,hsa-miR-29a-3p,MIMAT0000086,10,6,6,0.49
PXDN,ENSG00000130508,hsa-miR-29a-3p,MIMAT0000086,10,7,8,0.23
RBMS1,ENSG00000153250,hsa-miR-29a-3p,MIMAT0000086,10,7,6,-1
RCC2,ENSG00000179051,hsa-miR-29a-3p,MIMAT0000086,10,8,7,0.51
REV1,ENSG00000135945,hsa-miR-29a-3p,MIMAT0000086,10,7,8,0.5
RGS1,ENSG00000090104,hsa-miR-29a-3p,MIMAT0000086,10,6,9,0.95
RNF26,ENSG00000173456,hsa-miR-29a-3p,MIMAT0000086,10,6,7,0.37
RPL27,ENSG00000131469,hsa-miR-29a-3p,MIMAT0000086,10,8,7,0.35
S100A16,ENSG00000188643,hsa-miR-29a-3p,MIMAT0000086,10,6,7,0.49
SCAF11,ENSG00000139218,hsa-miR-29a-3p,MIMAT0000086,10,6,5,0.57
SEC16A,ENSG00000148396,hsa-miR-29a-3p,MIMAT0000086,10,6,6,0.54
SLC15A4,ENSG00000139370,hsa-miR-29a-3p,MIMAT0000086,10,7,8,0.43
SLC29A1,ENSG00000112759,hsa-miR-29a-3p,MIMAT0000086,10,7,7,0.36
SMU1,ENSG00000122692,hsa-miR-29a-3p,MIMAT0000086,10,6,8,-1
SRP72,ENSG00000174780,hsa-miR-29a-3p,MIMAT0000086,10,6,4,0.61
STK38L,ENSG00000211455,hsa-miR-29a-3p,MIMAT0000086,10,7,7,0.7
STRN4,ENSG00000090372,hsa-miR-29a-3p,MIMAT0000086,10,8,8,0.93
TMEM179B,ENSG00000185475,hsa-miR-29a-3p,MIMAT0000086,10,7,8,0.41
TRIO,ENSG00000038382,hsa-miR-29a-3p,MIMAT0000086,10,8,8,0.35
TRPC4AP,ENSG00000100991,hsa-miR-29a-3p,MIMAT0000086,10,6,6,0.41
TRRAP,ENSG00000196367,hsa-miR-29a-3p,MIMAT0000086,10,8,7,0.37
TXNRD1,ENSG00000198431,hsa-miR-29a-3p,MIMAT0000086,10,6,5,0.48
UBFD1,ENSG00000103353,hsa-miR-29a-3p,MIMAT0000086,10,9,7,0.66
UBR4,ENSG00000127481,hsa-miR-29a-3p,MIMAT0000086,10,8,6,0.37
UGGT1,ENSG00000136731,hsa-miR-29a-3p,MIMAT0000086,10,8,8,0.56
UHMK1,ENSG00000152332,hsa-miR-29a-3p,MIMAT0000086,10,8,8,0.41
VIPAS39,ENSG00000151445,hsa-miR-29a-3p,MIMAT0000086,10,7,9,0.74
WDFY3,ENSG00000163625,hsa-miR-29a-3p,MIMAT0000086,10,9,9,0.49
WNK1,ENSG00000060237,hsa-miR-29a-3p,MIMAT0000086,10,7,6,0.58
ZC3H12C,ENSG00000149289,hsa-miR-29a-3p,MIMAT0000086,10,8,9,-1
ZCCHC3,ENSG00000247315,hsa-miR-29a-3p,MIMAT0000086,10,7,6,0.49
ZDHHC12,ENSG00000160446,hsa-miR-29a-3p,MIMAT0000086,10,7,8,0.42
ZHX1,ENSG00000165156,hsa-miR-29a-3p,MIMAT0000086,10,8,7,0.51
ZMIZ1,ENSG00000108175,hsa-miR-29a-3p,MIMAT0000086,10,7,6,0.92
ZNF512B,ENSG00000196700,hsa-miR-29a-3p,MIMAT0000086,10,6,7,0.89
ABCA1,ENSG00000165029,hsa-miR-29a-3p,MIMAT0000086,9,8,5,0.36
ACO2,ENSG00000100412,hsa-miR-29a-3p,MIMAT0000086,9,8,7,0.37
ADAM9,ENSG00000168615,hsa-miR-29a-3p,MIMAT0000086,9,7,6,0.45
AGO3,ENSG00000126070,hsa-miR-29a-3p,MIMAT0000086,9,7,8,0.92
AIMP2,ENSG00000106305,hsa-miR-29a-3p,MIMAT0000086,9,8,7,0.86
AMFR,ENSG00000159461,hsa-miR-29a-3p,MIMAT0000086,9,8,8,0.5
ANAPC2,ENSG00000176248,hsa-miR-29a-3p,MIMAT0000086,9,7,6,0.54
ANLN,ENSG00000011426,hsa-miR-29a-3p,MIMAT0000086,9,9,8,-1
AP1G1,ENSG00000166747,hsa-miR-29a-3p,MIMAT0000086,9,9,5,0.87
APPBP2,ENSG00000062725,hsa-miR-29a-3p,MIMAT0000086,9,7,7,0.48
ARID1A,ENSG00000117713,hsa-miR-29a-3p,MIMAT0000086,9,6,6,-1
ARPC2,ENSG00000163466,hsa-miR-29a-3p,MIMAT0000086,9,6,7,0.58
ARPP19,ENSG00000128989,hsa-miR-29a-3p,MIMAT0000086,9,6,6,0.43
ATP11A,ENSG00000068650,hsa-miR-29a-3p,MIMAT0000086,9,8,7,0.61
ATP2B1,ENSG00000070961,hsa-miR-29a-3p,MIMAT0000086,9,6,7,0.81
ATP2B4,ENSG00000058668,hsa-miR-29a-3p,MIMAT0000086,9,8,7,0.64
BNIP2,ENSG00000140299,hsa-miR-29a-3p,MIMAT0000086,9,8,8,0.37
BRWD1,ENSG00000185658,hsa-miR-29a-3p,MIMAT0000086,9,6,8,0.95
C11ORF24,ENSG00000171067,hsa-miR-29a-3p,MIMAT0000086,9,8,7,0.38
C12ORF4,ENSG00000047621,hsa-miR-29a-3p,MIMAT0000086,9,7,8,0.48
CCND1,ENSG00000110092,hsa-miR-29a-3p,MIMAT0000086,9,6,6,0.38
CCNYL1,ENSG00000163249,hsa-miR-29a-3p,MIMAT0000086,9,6,9,0.72
CELF1,ENSG00000149187,hsa-miR-29a-3p,MIMAT0000086,9,6,6,0.69
CLCN5,ENSG00000171365,hsa-miR-29a-3p,MIMAT0000086,9,8,6,0.97
COL5A1,ENSG00000130635,hsa-miR-29a-3p,MIMAT0000086,9,5,6,0.99
COL7A1,ENSG00000114270,hsa-miR-29a-3p,MIMAT0000086,9,6,6,1
COP1,ENSG00000143207,hsa-miR-29a-3p,MIMAT0000086,9,7,8,0.45
COPA,ENSG00000122218,hsa-miR-29a-3p,MIMAT0000086,9,8,8,0.37
COX5B,ENSG00000135940,hsa-miR-29a-3p,MIMAT0000086,9,7,6,-1
CPEB3,ENSG00000107864,hsa-miR-29a-3p,MIMAT0000086,9,9,9,0.87
CPNE1,ENSG00000214078,hsa-miR-29a-3p,MIMAT0000086,9,7,6,0.55
CRIPT,ENSG00000119878,hsa-miR-29a-3p,MIMAT0000086,9,7,7,0.39
CSE1L,ENSG00000124207,hsa-miR-29a-3p,MIMAT0000086,9,5,5,-1
CTDSP2,ENSG00000175215,hsa-miR-29a-3p,MIMAT0000086,9,8,8,0.41
DCAF1,ENSG00000145041,hsa-miR-29a-3p,MIMAT0000086,9,7,7,0.39
DDX24,ENSG00000089737,hsa-miR-29a-3p,MIMAT0000086,9,6,8,0.49
DDX6,ENSG00000110367,hsa-miR-29a-3p,MIMAT0000086,9,6,6,0.49
DIP2B,ENSG00000066084,hsa-miR-29a-3p,MIMAT0000086,9,5,4,0.79
DSP,ENSG00000096696,hsa-miR-29a-3p,MIMAT0000086,9,6,7,0.46
DST,ENSG00000151914,hsa-miR-29a-3p,MIMAT0000086,9,7,7,-1
DUSP2,ENSG00000158050,hsa-miR-29a-3p,MIMAT0000086,9,7,9,0.48
EHD1,ENSG00000110047,hsa-miR-29a-3p,MIMAT0000086,9,7,6,0.52
EHD2,ENSG00000024422,hsa-miR-29a-3p,MIMAT0000086,9,6,6,0.78
ELMSAN1,ENSG00000156030,hsa-miR-29a-3p,MIMAT0000086,9,6,9,0.63
EMSY,ENSG00000158636,hsa-miR-29a-3p,MIMAT0000086,9,8,7,0.68
EPRS1,ENSG00000136628,hsa-miR-29a-3p,MIMAT0000086,9,6,6,0.43
ERBIN,ENSG00000112851,hsa-miR-29a-3p,MIMAT0000086,9,7,5,0.52
FAM168B,ENSG00000152102,hsa-miR-29a-3p,MIMAT0000086,9,9,8,0.7
FAT1,ENSG00000083857,hsa-miR-29a-3p,MIMAT0000086,9,7,6,0.46
FLNB,ENSG00000136068,hsa-miR-29a-3p,MIMAT0000086,9,6,8,-1
